Publisher Name,Publisher Registry Id,Contacts (with valid data),Location Details (with valid data),Geographic Coordinates (with valid data),DAC Sectors (with valid data),Capital Spend (with valid data),Activity Documents (with valid data),Aid Type (with valid data),Recipient Language (with valid data),Result/ Indicator (with valid data),Average (with valid data),Contacts (with any data),Location Details (with any data),Geographic Coordinates (with any data),DAC Sectors (with any data),Capital Spend (with any data),Activity Documents (with any data),Aid Type (with any data),Recipient Language (with any data),Result/ Indicator (with any data),Average (with any data)
Action Against Hunger UK,acf,31.03448275862069,3.4482758620689653,0.0,100.0,0.0,13.793103448275861,0.0,37.03703703703704,0.0,20.590322122889173,31.03448275862069,3.4482758620689653,0.0,100.0,0.0,13.793103448275861,0.0,37.03703703703704,0.0,20.590322122889173
Action Against Hunger USA,aahusa,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Action Canada for Sexual Health and Rights,acfshr,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,55.55555555555556
Action Contre la Faim,acf-fr,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
ActionAid Bangladesh,aab,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,33.333333333333336
ActionAid Denmark (Mellemfolkeligt Samvirke),aadk,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,0.0,44.44444444444444
ActionAid Ghana,aag,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
ActionAid International,aai,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
ACTIONAID INTERNATIONAL KENYA,aaik,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,44.44444444444444
ActionAid International Nepal,aain,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
ActionAid Rwanda,aar,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
ActionAid UK,aauk,59.183673469387756,6.122448979591836,0.0,100.0,0.0,0.0,61.224489795918366,40.0,0.0,29.614512471655328,59.183673469387756,6.122448979591836,0.0,100.0,0.0,0.0,100.0,40.0,0.0,33.92290249433106
Acumen,acumen,0.0,0.0,0.0,80.0,0.0,0.0,0.0,100.0,0.0,20.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,100.0,0.0,20.0
Adam Smith International,asi,0.0,0.0,0.0,100.0,0.0,100.0,100.0,50.0,50.0,44.44444444444444,0.0,0.0,0.0,100.0,0.0,100.0,100.0,50.0,50.0,44.44444444444444
Adaptation Fund,af,0.0,100.0,0.0,36.36363636363637,0.0,0.0,0.0,40.909090909090914,0.0,19.6969696969697,0.0,100.0,0.0,100.0,0.0,100.0,0.0,40.909090909090914,0.0,37.87878787878788
ADD International (Action on Disability and Development),addinternational,7.142857142857142,35.714285714285715,0.0,42.857142857142854,0.0,57.14285714285714,100.0,58.333333333333336,0.0,33.46560846560847,7.142857142857142,35.714285714285715,0.0,50.0,0.0,57.14285714285714,100.0,58.333333333333336,0.0,34.25925925925926
Administração de Infra-Estruturas de Águas e Saneamento,aias,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,33.333333333333336
ADRA Denmark,adra-dk,0.0,0.0,0.0,33.33333333333333,0.0,0.0,100.0,0.0,0.0,14.814814814814813,0.0,0.0,0.0,33.33333333333333,0.0,0.0,100.0,0.0,0.0,14.814814814814813
ADRA-UK,adrauk,50.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,22.22222222222222,50.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,22.22222222222222
ADS-Nyanza,ads-nyanza,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Advance Consulting,ac1999,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,55.55555555555556,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,55.55555555555556
Adventist Development and Relief Agency (ADRA Somalia),adrasom,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
"Adventist Development and Relief Agency, Nepal",adra_nepal,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
AECOM,aecom,0.0,0.0,0.0,100.0,0.0,0.0,2.1739130434782608,75.55555555555556,0.0,19.74771873322598,0.0,0.0,0.0,100.0,0.0,0.0,2.1739130434782608,75.55555555555556,0.0,19.74771873322598
Aeras,aeras,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
AFELT,afelt,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
AFEW International,afewinternational,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Afghanaid,afghanaid,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222
Afghanistan and Central Asian Association,acaa,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Afghanistan Public Policy Research Organization (APPRO),appro-af,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Africa Educational Trust,aet,0.0,0.0,0.0,50.0,0.0,50.0,100.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,50.0,100.0,0.0,0.0,27.77777777777778
Africa Philanthropy Network,apn,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,100.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,100.0,55.55555555555556
Africalia,africalia,100.0,70.0,70.0,100.0,0.0,10.0,100.0,100.0,70.0,68.88888888888889,100.0,70.0,70.0,100.0,0.0,10.0,100.0,100.0,70.0,68.88888888888889
African Academy of Sciences,aas,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.333333333333336,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.333333333333336
African Center for Economic Transformation (ACET),acet,0.0,0.0,0.0,80.0,0.0,27.27272727272727,0.0,97.72727272727273,0.0,22.77777777777778,0.0,0.0,0.0,80.0,0.0,27.27272727272727,0.0,97.72727272727273,0.0,22.77777777777778
African Centre for Global Health and Social Transformation,achest,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
African Development Bank,afdb,92.65799256505576,99.34944237918215,99.34944237918215,100.0,100.0,99.72118959107806,70.91078066914498,77.09424083769633,94.70260223048327,92.64285451686919,92.65799256505576,99.34944237918215,99.34944237918215,100.0,100.0,99.72118959107806,70.91078066914498,77.09424083769633,94.70260223048327,92.64285451686919
African Initiatives,ai_1064413,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
African Institute For Development Policy,afidep,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
African Parks Network,african_parks,0.0,7.142857142857142,7.142857142857142,100.0,0.0,100.0,0.0,50.0,0.0,29.365079365079364,0.0,7.142857142857142,7.142857142857142,100.0,0.0,100.0,0.0,50.0,0.0,29.365079365079364
African Population and Health Research Center,aphrc,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
African Revival,africanrevival,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111
African Security Sector Network,assn,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
African Tax Administration Forum,ataf,0.0,0.0,0.0,100.0,0.0,100.0,0.0,-,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,100.0,0.0,-,0.0,22.22222222222222
African Women's Development and Communication Network,femnet,0.0,0.0,0.0,100.0,0.0,0.0,9.523809523809524,53.333333333333336,80.95238095238095,27.08994708994709,0.0,0.0,0.0,100.0,0.0,0.0,9.523809523809524,53.333333333333336,80.95238095238095,27.08994708994709
African Women's Development Fund,awdf,50.0,0.0,0.0,100.0,0.0,10.0,50.0,-,20.0,25.555555555555557,50.0,0.0,0.0,100.0,0.0,10.0,50.0,-,20.0,25.555555555555557
Afrikagrupperna Sweden,afrikagrupperna,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
AfriKids,afrikids,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,44.44444444444444
Aga Khan Foundation (United Kingdom),akfuk73,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Aga Khan Foundation Afghanistan,akf_afghanistan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
AgDevCo,agdevco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.24528301886792,0.0,8.80503144654088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.24528301886792,0.0,8.80503144654088
Agence Française de Développement,afd,100.0,58.87353878852285,57.81083953241233,98.77789585547289,58.28905419766206,58.87353878852285,58.87353878852285,55.766793409378955,0.0,60.80724437338831,100.0,58.87353878852285,58.87353878852285,100.0,58.28905419766206,58.87353878852285,58.87353878852285,55.766793409378955,0.0,61.061111417903604
Agence Nationale d'Approvisionnement en Eau Potable en Milieu Rural du Benin,anaepmr_benin,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Agency for Cooperation and Research in Development (ACORD),acord,100.0,0.0,0.0,100.0,0.0,50.0,100.0,100.0,50.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,50.0,100.0,100.0,50.0,55.55555555555556
AgResults Initiative,agresults,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,0.0,17.77777777777778,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,0.0,17.77777777777778
Agroicone,agroicone,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Agulhas Applied Knowledge,aak,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,77.77777777777777,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,77.77777777777777
Agência de Desenvolvimento do Vale do Zambeze,agencia_do_zambeze,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,44.44444444444444,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,44.44444444444444
AICS - Agenzia Italiana per la Cooperazione allo Sviluppo / Italian Agency for Cooperation and Development,aics,0.0,0.0,0.0,100.0,100.0,15.335051546391753,99.61340206185567,9.200603318250378,0.0,36.01656188072198,0.0,0.0,0.0,100.0,100.0,15.335051546391753,99.61340206185567,9.200603318250378,0.0,36.01656188072198
AidData,aiddata,0.0,72.70662240083871,72.70662240083871,74.09866620071058,0.0,0.0,0.0,15.783932620667315,0.0,26.143982624783924,0.0,72.70662240083871,72.70662240083871,100.0,0.0,0.0,0.0,15.783932620667315,0.0,29.02190860248275
Aidsfonds - Soa Aids Nederland,nl-kvk-41207989,100.0,0.0,0.0,100.0,0.0,9.523809523809524,100.0,0.0,61.904761904761905,41.26984126984127,100.0,0.0,0.0,100.0,0.0,9.523809523809524,100.0,0.0,61.904761904761905,41.26984126984127
AIDSPAN,aidspan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Ajuda de Desenvolvimento de Povo para Povo (ADPP),adpp,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222
Akili Dada,ad,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,88.88888888888889,43.20987654320988,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,88.88888888888889,43.20987654320988
Akina Mama wa Afrika,amwa,72.72727272727273,63.63636363636363,63.63636363636363,100.0,0.0,63.63636363636363,72.72727272727273,85.71428571428571,63.63636363636363,65.07936507936508,72.72727272727273,63.63636363636363,63.63636363636363,100.0,0.0,63.63636363636363,72.72727272727273,85.71428571428571,63.63636363636363,65.07936507936508
Aktis Strategy Ltd,aktis,0.0,0.0,0.0,100.0,0.0,0.0,0.0,66.66666666666666,0.0,18.51851851851852,0.0,0.0,0.0,100.0,0.0,0.0,0.0,66.66666666666666,0.0,18.51851851851852
Akvo Foundation,akvo,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Al Majmoua,al_majmoua,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,50.0,27.77777777777778,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,50.0,27.77777777777778
Alcis Holdings Limited,alcis,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Alfalit,alfalit,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,100.0,100.0,-,0.0,22.22222222222222
Alinea International Ltd.,alineainternational_2020,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668
All We Can (formerly Methodist Relief and Development Fund),allwecan,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Allergy and Asthma Institute Pakistan,aaip,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Alliance for a Green Revolution for Africa,agra,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,22.22222222222222
"Alliance for Global Water Adaptation, Inc",agwa,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Alliance of Religions and Conservation,alliance_of_religions_and_conservation,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
Altai Consulting,altai,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
American Friends Service Committee,afsc,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Amnesty International The Netherlands,amnesty,0.0,0.0,0.0,100.0,0.0,0.0,0.0,25.0,20.0,16.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,25.0,20.0,16.11111111111111
Amnesty International UK Section Charitable Trust,aiuk,100.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,22.22222222222222,100.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,22.22222222222222
Amref Flying Doctors,amrefnl,81.81818181818183,29.545454545454547,29.545454545454547,100.0,0.0,9.090909090909092,100.0,73.68421052631578,13.636363636363635,48.591174906964376,81.81818181818183,29.545454545454547,29.545454545454547,100.0,0.0,9.090909090909092,100.0,73.68421052631578,13.636363636363635,48.591174906964376
Amref Health Africa - UK,amrefha,33.33333333333333,100.0,33.33333333333333,100.0,0.0,0.0,100.0,100.0,0.0,51.85185185185185,33.33333333333333,100.0,33.33333333333333,100.0,0.0,0.0,100.0,100.0,0.0,51.85185185185185
Amref Health Africa Headquarters,amrefhq,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,33.333333333333336
Amref Health Africa in Ethiopia,amrefeth,50.0,50.0,50.0,100.0,0.0,0.0,100.0,0.0,100.0,50.0,50.0,50.0,50.0,100.0,0.0,0.0,100.0,0.0,100.0,50.0
Amref Health Africa in Kenya,amrefkenya,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,44.44444444444444,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,44.44444444444444
Amref health Africa in Senegal,awa_sn,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,33.333333333333336
Amref Health Africa in Tanzania,amreftz,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,50.0,38.888888888888886,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,50.0,38.888888888888886
Amref Health Africa in Uganda,amrefug,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,66.66666666666667
Amref Health Africa Malawi,amrefmw,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Ananda Marga Universal Relief Team (AMURT) Africa,amurt_kenya,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
ANDA,anda,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,100.0,100.0,-,0.0,22.22222222222222
Anti-Slavery International,asil,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,33.333333333333336
APPRO-Europe,appro-eu,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
APT Action on Poverty,apt,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,44.44444444444444
Aqua for All,aqua4all,100.0,60.0,60.0,100.0,0.0,100.0,100.0,34.78260869565217,100.0,72.7536231884058,100.0,60.0,60.0,100.0,0.0,100.0,100.0,34.78260869565217,100.0,72.7536231884058
Arab foundation for freedoms and equality,afemena,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Arab Reporters for Investigative Journalism,arij,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,44.44444444444444
Arab Women Organization of Jordan,awo2022,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222
ARK (Absolute Return for Kids),ark,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,44.44444444444444,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,44.44444444444444
ARQ International,arq_intl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Article19,art19,50.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,27.77777777777778,50.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,27.77777777777778
Ashoka East Africa,ashoka,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Asia Justice and Rights,ajar,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Asian Coalition for Housing Rights,achr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asian Development Bank,asdb,100.0,98.21615949632738,96.95697796432319,100.0,100.0,99.16054564533053,100.0,29.97881355932203,100.0,91.5902774072559,100.0,98.21615949632738,98.21615949632738,100.0,100.0,99.16054564533053,100.0,29.97881355932203,100.0,91.73018646636747
Asociación Movimiento Feminista Por La Paz Ruta Pacífica de las Mujeres,rpm,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,33.333333333333336
Asociación Profamilia,profamilia,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,33.333333333333336
Assistance Mission for Africa,ama-south-sudan,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,44.44444444444444
Association Centrafricaine de Traduction de la Bible et Alphabetisation,acatba,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Association CHS Alliance,chs_alliance,100.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,33.333333333333336
"Association de solidarité internationale, Agriculteurs français et développement international (Afdi) France",afdi-fr,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Association de Soutien au Développement des Activités de Population,asdap,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,77.77777777777777,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,77.77777777777777
Association des Editeurs du Magazine Jimbere,j2022,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222
Association for Cultural Technical and Educational Cooperation (ACTEC),actec,100.0,80.0,80.0,100.0,0.0,6.666666666666667,100.0,46.15384615384615,80.0,65.86894586894587,100.0,80.0,80.0,100.0,0.0,6.666666666666667,100.0,46.15384615384615,80.0,65.86894586894587
